Title,Type,Episodes,Status,Start airing,End airing,Starting season,Studios,Sources,Genres,Rating,Score,Scored by,Members,Favorites
Hokuto no Ken 2,TV,43,Finished Airing,3/12/1987,2/18/1988,Spring,Toei Animation,Manga,"Action,Drama,Martial Arts,Super Power",R,7.6,6565,15304,89
Huyao Xiao Hongniang: Beishan Yaodi,ONA,8,Finished Airing,11/18/2016,1/6/2017,-,Haoliners Animation League,Manga,"Comedy,Historical,Supernatural,Romance",PG-13,7.6,1092,2620,4
Kino no Tabi: The Beautiful World - The Animated Series,TV,12,Finished Airing,10/6/2017,12/22/2017,Fall,Lerche,Light novel,"Action,Adventure,Slice of Life",R,7.6,30556,86466,395
Love Live! u's Final Love Live! Opening Animation,Special,1,Finished Airing,3/31/2016,-,-,-,Original,Music,G,7.6,723,3414,16
Magic Knight Rayearth II,TV,29,Finished Airing,4/10/1995,11/27/1995,Spring,TMS Entertainment,Manga,"Adventure,Drama,Fantasy,Magic,Mecha,Romance,Shoujo",PG-13,7.6,11579,21834,128
Metropolis,Movie,1,Finished Airing,5/26/2001,-,-,Madhouse,Manga,"Adventure,Drama,Police,Romance,Sci-Fi,Shounen",PG-13,7.6,27246,55449,360
Planetarian: Chiisana Hoshi no Yume,ONA,5,Finished Airing,7/7/2016,8/4/2016,-,David Production,Visual novel,"Sci-Fi,Drama",PG-13,7.6,25700,55606,269
Precure All Stars Movie DX3: Mirai ni Todoke! Sekai wo Tsunagu†Nijiiro no Hana,Movie,1,Finished Airing,3/19/2011,-,-,Toei Animation,Original,"Action,Fantasy,Magic,Shoujo",G,7.6,1562,3456,13
So Ra No Wo To,TV,12,Finished Airing,1/5/2010,3/23/2010,Winter,A-1 Pictures,Original,"Military,Sci-Fi,Music,Slice of Life",PG-13,7.6,37922,105741,1202
So Ra No Wo To Specials,Special,2,Finished Airing,6/23/2010,9/22/2010,-,A-1 Pictures,Original,"Military,Music,Sci-Fi,Slice of Life",PG-13,7.6,11095,19515,10
Suisei no Gargantia,TV,13,Finished Airing,4/7/2013,6/30/2013,Spring,Production I.G,Original,"Action,Sci-Fi,Adventure,Mecha",PG-13,7.6,118166,215606,998
Tales of Symphonia The Animation: Tethe'alla-hen,OVA,4,Finished Airing,3/25/2010,2/25/2011,-,ufotable,Game,"Action,Adventure,Magic,Martial Arts,Fantasy",PG-13,7.6,10280,23773,77
Towa no Quon 3: Mugen no Renza,Movie,1,Finished Airing,8/13/2011,-,-,Bones,Original,"Action,Super Power,Psychological,Supernatural",PG-13,7.6,13729,23795,16
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 1 - Tomodachi,Movie,1,Finished Airing,3/18/2017,-,-,Studio Gokumi,Light novel,"Slice of Life,Drama,Magic,Fantasy",PG-13,7.6,2670,7938,14
Aa! Megami-sama! (TV) Specials,Special,3,Finished Airing,4/1/2005,12/23/2005,-,-,Manga,"Magic,Comedy,Romance,Supernatural,Seinen",PG-13,7.59,11518,21338,53
Acchi Kocchi (TV): Place=Princess,Special,1,Finished Airing,11/7/2012,-,-,AIC,4-koma manga,"Slice of Life,Comedy,Romance,School,Seinen",PG-13,7.59,20124,34776,54
Ai no Wakakusa Monogatari,TV,48,Finished Airing,1/11/1987,12/27/1987,Winter,Nippon Animation,Novel,"Drama,Historical,Slice of Life",G,7.59,1756,4352,25
Boku no Hero Academia: Training of the Dead,OVA,1,Finished Airing,6/2/2017,-,-,Bones,Manga,"Action,Comedy,Super Power,School,Shounen",PG-13,7.59,25194,55492,72
Btooom!,TV,12,Finished Airing,10/4/2012,12/20/2012,Fall,Madhouse,Manga,"Action,Sci-Fi,Psychological,Seinen",R,7.59,270510,455559,2891
Casshern Sins,TV,24,Finished Airing,10/2/2008,3/16/2009,Fall,"Madhouse,Tatsunoko Production",Other,"Action,Adventure,Drama,Psychological,Sci-Fi",R,7.59,35456,99846,1199
Gallery Fake,TV,37,Finished Airing,1/8/2005,9/24/2005,Winter,"TMS Entertainment,Tokyo Kids,Minami Machi Bugyousho",Manga,"Mystery,Seinen",PG-13,7.59,2115,8325,44
Ghost in the Shell (2015),Movie,1,Finished Airing,6/20/2015,-,-,Production I.G,Manga,"Action,Mecha,Police,Psychological,Sci-Fi",R,7.59,9787,30010,70
Gochuumon wa Usagi desu ka?,TV,12,Finished Airing,4/10/2014,6/26/2014,Spring,White Fox,Light novel,"Slice of Life,Comedy",PG-13,7.59,46663,120730,1364
Gokudou-kun Manyuuki,TV,26,Finished Airing,4/2/1999,9/24/1999,Spring,Trans Arts,Light novel,"Adventure,Comedy,Fantasy,Magic",PG-13,7.59,4060,9681,97
IDOLiSH7,TV,17,Currently Airing,1/7/2018,5/19/2018,Winter,TROYCA,Game,Music,PG-13,7.59,1871,11922,204
Kidou Senkan Nadesico,TV,26,Finished Airing,10/1/1996,3/25/1997,Fall,Xebec,Original,"Action,Comedy,Mecha,Military,Parody,Romance,Sci-Fi,Shounen,Space",PG-13,7.59,13447,33922,353
Kiznaiver,TV,12,Finished Airing,4/9/2016,6/25/2016,Spring,Trigger,Original,"Sci-Fi,Drama,Romance",PG-13,7.59,155249,317132,2476
Koi ni Naritai Aquarium,Music,1,Finished Airing,4/27/2016,-,-,Sunrise,Music,Music,PG-13,7.59,2254,4267,17
Mahouka Koukou no Rettousei Movie: Hoshi wo Yobu Shoujo,Movie,1,Finished Airing,6/17/2017,-,-,8bit,Light novel,"Action,Magic,Supernatural,Sci-Fi",R,7.59,16815,61728,281
Mobile Suit Gundam SEED: SEED Supernova - Tanekyara Gekijou,Special,4,Finished Airing,6/22/2007,-,-,Sunrise,Original,"Parody,Comedy",PG-13,7.59,2914,6165,11
Ningen Shikkaku: Director's Cut-ban,Movie,1,Finished Airing,12/12/2009,-,-,Madhouse,Novel,"Drama,Historical,Psychological,Seinen",R,7.59,913,5306,28
Sayonara Zetsubou Sensei Special,Special,1,Finished Airing,1/31/2012,-,-,Shaft,Manga,"Mystery,Comedy,Parody",R,7.59,4823,11707,4
Shinryaku!? Ika Musume,TV,12,Finished Airing,9/27/2011,12/25/2011,Fall,Diomedea,Manga,"Slice of Life,Comedy,Shounen",PG-13,7.59,29567,57038,117
Tales of Symphonia The Animation: Sekai Tougou-hen,OVA,3,Finished Airing,11/23/2011,10/24/2012,-,ufotable,Game,"Action,Adventure,Magic,Martial Arts,Fantasy",PG-13,7.59,6715,17083,56
Yozakura Quartet: Tsuki ni Naku,OVA,3,Finished Airing,10/9/2013,11/7/2014,-,Tatsunoko Production,Manga,"Action,Magic,Comedy,Super Power,Supernatural,Shounen",PG-13,7.59,6861,17805,20
Aldnoah.Zero,TV,12,Finished Airing,7/6/2014,9/21/2014,Summer,"A-1 Pictures,TROYCA",Light novel,"Action,Military,Sci-Fi,Mecha",R,7.58,182514,319901,3390
Candy Candy,TV,115,Finished Airing,10/1/1976,2/2/1979,Fall,Toei Animation,-,"Slice of Life,Drama,Shoujo",G,7.58,6918,14777,223
Chuunibyou demo Koi ga Shitai!: Kirameki no... Slapstick Noel,Special,1,Finished Airing,6/19/2013,-,-,Kyoto Animation,Light novel,"Slice of Life,Comedy,Drama,Romance,School",PG-13,7.58,58620,98307,90
CLAMP in Wonderland 2,Music,1,Finished Airing,10/26/2007,-,-,Madhouse,Manga,"Action,Fantasy,Magic,Comedy,Romance,Music,Drama",G,7.58,9091,15568,33
Demi-chan wa Kataritai: Demi-chan no Natsuyasumi,ONA,1,Finished Airing,6/29/2017,-,-,A-1 Pictures,Manga,"Comedy,Vampire,Fantasy,School",PG-13,7.58,21015,35701,16
Douluo Dalu,ONA,26,Currently Airing,1/20/2018,-,-,Sparkly Key Animation Studio,Novel,"Action,Adventure,Historical,Romance,Martial Arts,Fantasy",PG-13,7.58,266,1137,23
Free!,TV,12,Finished Airing,7/4/2013,9/26/2013,Summer,"Kyoto Animation,Animation Do",Original,"Slice of Life,Comedy,Sports,Drama,School",PG-13,7.58,199599,350256,7744
Hetalia: The Beautiful World Extra Disc,OVA,1,Finished Airing,2/26/2014,-,-,Studio Deen,Web manga,"Comedy,Historical,Parody",PG-13,7.58,2530,6289,15
Hetalia: The World Twinkle,ONA,15,Finished Airing,7/3/2015,10/9/2015,-,Studio Deen,Manga,"Comedy,Historical,Parody",PG-13,7.58,9177,22340,272
Kidou Keisatsu Patlabor the Movie,Movie,1,Finished Airing,7/15/1989,-,-,"Production I.G,Studio Deen",Original,"Military,Police,Drama,Mecha",PG-13,7.58,9550,19465,97
Kindaichi Shounen no Jikenbo Returns,TV,25,Finished Airing,4/5/2014,9/27/2014,Spring,Toei Animation,Manga,"Mystery,Shounen",R,7.58,3731,10472,49
Kiniro Mosaic: Pretty Days,Movie,1,Finished Airing,11/12/2016,-,-,Studio Gokumi,4-koma manga,"Slice of Life,Comedy,School,Seinen",PG-13,7.58,3995,10971,20
Kyou kara Maou! R,OVA,5,Finished Airing,10/26/2007,3/28/2008,-,Studio Deen,Light novel,"Adventure,Comedy,Demons,Fantasy,Shoujo",PG-13,7.58,7701,16769,58
Ling Qi 2,TV,12,Currently Airing,2/23/2018,-,Winter,Haoliners Animation League,Web manga,"Action,Comedy,Magic,Shounen Ai,Supernatural",PG-13,7.58,1053,7626,48
Mekakucity V's,Music,4,Finished Airing,1/1/2014,-,-,-,Music,"Music,Super Power,Supernatural,Romance",PG-13,7.58,686,2591,9
Mi Yu Xing Zhe,ONA,-,Currently Airing,2/3/2018,-,-,Thundray,Web manga,"Mystery,Psychological,Thriller",R,7.58,284,2295,7
One Piece: Romance Dawn,OVA,1,Finished Airing,12/20/2012,-,-,Toei Animation,Manga,"Action,Comedy,Super Power,Fantasy,Shounen",PG-13,7.58,4343,11031,7
Oushitsu Kyoushi Heine,TV,12,Finished Airing,4/5/2017,6/21/2017,Spring,Bridge,Manga,"Slice of Life,Comedy,Historical,Shounen",PG-13,7.58,24714,59437,440
Plawres Sanshirou,TV,37,Finished Airing,6/5/1983,2/26/1984,Summer,-,Manga,"Adventure,Sports,Mecha,School,Sci-Fi,Shounen",PG-13,7.58,802,2155,17
Suzumiya Haruhi-chan no Yuuutsu,ONA,25,Finished Airing,2/14/2009,5/8/2009,-,Kyoto Animation,4-koma manga,"Comedy,Parody",PG-13,7.58,40747,78123,401
Tennis no Ouji-sama: Atobe kara no Okurimono - Kimi ni Sasageru Tennis Prince Matsuri,Movie,1,Finished Airing,1/29/2005,-,-,Trans Arts,Manga,"Comedy,Sports,Shounen",PG-13,7.58,6269,11621,43
The Big O,TV,26,Finished Airing,10/13/1999,3/27/2003,Fall,Sunrise,Original,"Action,Sci-Fi,Mystery,Psychological,Mecha",PG-13,7.58,24212,56914,667
Uchuu Senkan Yamato 2,TV,26,Finished Airing,10/14/1978,4/7/1979,Fall,-,Original,"Action,Military,Sci-Fi,Adventure,Space,Drama",PG-13,7.58,1517,4586,19
Yamada-kun to 7-nin no Majo (OVA),OVA,2,Finished Airing,12/17/2014,5/15/2015,-,LIDENFILMS,Manga,"Comedy,Romance,School,Shounen",PG-13,7.58,25428,48523,40
Yozakura Quartet: Hana no Uta,TV,13,Finished Airing,10/6/2013,12/29/2013,Fall,Tatsunoko Production,Manga,"Action,Comedy,Magic,Shounen,Super Power,Supernatural",PG-13,7.58,25073,76563,342
Amaama to Inazuma,TV,12,Finished Airing,7/5/2016,9/20/2016,Summer,TMS Entertainment,Manga,"Comedy,Seinen,Slice of Life",PG-13,7.57,65252,147564,504
Boku no Hero Academia: Sukue! Kyuujo Kunren!,OVA,1,Finished Airing,4/4/2017,-,-,Bones,Manga,"Action,Comedy,Super Power,School,Shounen",PG-13,7.57,20882,51646,56
Darker than Black: Ryuusei no Gemini,TV,12,Finished Airing,10/9/2009,12/25/2009,Fall,Bones,Original,"Action,Sci-Fi,Mystery,Super Power",R,7.57,161655,271041,1391
Diamond no Ace: Second Season OVA,OVA,2,Finished Airing,8/15/2016,10/17/2016,-,"Production I.G,Madhouse",Manga,"Comedy,Sports,School,Shounen",PG-13,7.57,1255,3918,3
Digimon Adventure tri. 4: Soushitsu,Movie,1,Finished Airing,2/25/2017,-,-,Toei Animation,Original,"Action,Adventure,Comedy,Drama",PG-13,7.57,13627,26782,111
Dragon Ball Z Movie 14: Kami to Kami,Movie,1,Finished Airing,3/30/2013,-,-,Toei Animation,Manga,"Action,Adventure,Fantasy,Martial Arts,Shounen,Super Power",PG-13,7.57,65305,93957,164
Emiya-san Chi no Kyou no Gohan,ONA,-,Currently Airing,12/31/2017,-,-,ufotable,Manga,"Slice of Life,Comedy",PG-13,7.57,5530,23605,57
Gabriel DropOut,TV,12,Finished Airing,1/9/2017,3/27/2017,Winter,Doga Kobo,Manga,"Comedy,Demons,Supernatural,School,Shounen",PG-13,7.57,83246,167116,1343
Ghost in the Shell: Arise - Border:1 Ghost Pain,Movie,1,Finished Airing,6/22/2013,-,-,Production I.G,Manga,"Mecha,Police,Psychological,Sci-Fi",R,7.57,20365,40815,52
Hakumei to Mikochi,TV,12,Finished Airing,1/12/2018,3/30/2018,Winter,Lerche,Manga,"Slice of Life,Fantasy,Seinen",PG-13,7.57,6023,26521,79
Hidamari Sketch Specials,Special,2,Finished Airing,10/18/2007,-,-,Shaft,4-koma manga,"Slice of Life,Comedy,School,Seinen",PG-13,7.57,8404,14861,8
Kakegurui,TV,12,Finished Airing,7/1/2017,9/23/2017,Summer,MAPPA,Manga,"Drama,Game,Mystery,Psychological,School,Shounen",R,7.57,126453,260795,1625
Kamichu! Specials,Special,4,Finished Airing,11/23/2005,3/29/2006,-,Brain's Base,Original,"Slice of Life,Comedy,Supernatural,Drama",PG,7.57,4447,7919,3
Kimagure Orange†Road OVA,OVA,8,Finished Airing,3/1/1989,4/1/1991,-,Studio Pierrot,Manga,"Magic,Comedy,Romance,School,Drama",R,7.57,2050,4216,5
Kuruneko,TV,50,Finished Airing,7/5/2009,6/13/2010,Summer,"Studio Deen,DAX Production",Manga,"Slice of Life,Comedy",G,7.57,507,3139,5
Majokko Shimai no Yoyo to Nene,Movie,1,Finished Airing,12/28/2013,-,-,ufotable,Manga,"Fantasy,Magic",G,7.57,4048,11089,17
Minami-ke Betsubara,OVA,1,Finished Airing,6/23/2009,-,-,Asread,Manga,"Comedy,Slice of Life",PG-13,7.57,12797,23796,14
Mugen no Ryvius,TV,26,Finished Airing,10/6/1999,3/29/2000,Fall,Sunrise,Original,"Drama,Mecha,Military,Psychological,Sci-Fi,Space",PG-13,7.57,8367,28048,241
Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials,ONA,4,Finished Airing,2/22/2011,5/31/2011,-,AIC Build,Light novel,"Slice of Life,Comedy",PG-13,7.57,83225,126069,176
Pokemon Generations,ONA,18,Finished Airing,12/9/2016,2/2/2017,-,OLM,Game,"Action,Adventure,Fantasy,Game,Kids",PG,7.57,8875,14873,50
Ryuu no Haisha,Special,2,Finished Airing,2/18/2017,2/25/2017,-,Khara,Original,"Adventure,Fantasy",PG-13,7.57,8835,23784,64
Samurai 7,TV,26,Finished Airing,6/12/2004,12/25/2004,Summer,Gonzo,Other,"Historical,Mecha,Samurai,Sci-Fi",PG-13,7.57,44346,86663,654
Sayonara Zetsubou Sensei Jo: Zoku Zetsubou Shoujo Senshuu,Special,1,Finished Airing,8/27/2008,-,-,Shaft,Manga,"Comedy,Parody,School",PG-13,7.57,2195,7698,5
Senyuu. 2,TV,13,Finished Airing,7/3/2013,9/25/2013,Summer,"Ordet,LIDENFILMS",Web manga,"Action,Comedy,Fantasy,Parody,Shounen",PG-13,7.57,23303,39813,96
Seto no Hanayome OVA Specials,Special,2,Finished Airing,11/3/2008,1/5/2009,-,Gonzo,Manga,"Comedy,Parody,School",PG-13,7.57,3392,8369,2
Shigofumi,TV,12,Finished Airing,1/6/2008,3/23/2008,Winter,J.C.Staff,Original,"Psychological,Supernatural,Drama,Thriller,Fantasy",R,7.57,23886,63585,306
Taiho Shichau zo (TV),TV,47,Finished Airing,10/5/1996,9/27/1997,Fall,Studio Deen,Manga,"Action,Comedy,Police,Seinen",PG-13,7.57,5319,15067,103
Yawara!,TV,124,Finished Airing,10/16/1989,9/21/1992,Fall,Madhouse,Manga,"Action,Slice of Life,Martial Arts,Sports,Comedy,Romance,Drama",PG-13,7.57,1714,9041,58
Yowamushi Pedal: Spare Bike,Movie,1,Finished Airing,9/9/2016,-,-,TMS Entertainment,Manga,"Comedy,Sports,Drama,Shounen",PG-13,7.57,1764,6445,7
YuGiOh! Duel Monsters,TV,224,Finished Airing,4/18/2000,9/29/2004,Spring,Studio Gallop,Manga,"Adventure,Game,Shounen",PG-13,7.57,112045,181885,2574
Amagami SS+ Plus,TV,13,Finished Airing,1/6/2012,3/30/2012,Winter,AIC,Visual novel,"Slice of Life,Comedy,Romance,School",PG-13,7.56,53818,93340,270
Ayakashi: Japanese Classic Horror,TV,11,Finished Airing,1/13/2006,3/24/2006,Winter,Toei Animation,Other,"Mystery,Historical,Horror,Fantasy",R,7.56,16001,42168,187
Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,Movie,1,Finished Airing,12/22/2007,-,-,Studio Pierrot,Manga,"Action,Adventure,Supernatural,Shounen",PG-13,7.56,99907,155938,588
Bobobo-bo Bo-bobo,TV,76,Finished Airing,11/8/2003,9/30/2005,Fall,Toei Animation,Manga,"Sci-Fi,Adventure,Comedy,Shounen",PG-13,7.56,19031,50514,743
Charlotte: Tsuyoimono-tachi,Special,1,Finished Airing,3/30/2016,-,-,P.A. Works,Original,"Super Power,Drama,School",PG-13,7.56,35537,61658,106
Chuunibyou demo Koi ga Shitai! Ren: The Rikka Wars,Special,1,Finished Airing,9/17/2014,-,-,Kyoto Animation,Light novel,"Comedy,Drama,Romance,School,Slice of Life",PG-13,7.56,26112,49372,40
Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita,Movie,1,Finished Airing,7/16/2012,-,-,Sunrise,Original,"Action,Mecha,Military,Sci-Fi",R,7.56,57230,113584,476
Doraemon (2005),TV,-,Currently Airing,4/22/2005,-,Spring,"Studio Pierrot,Shin-Ei Animation",Manga,"Sci-Fi,Comedy,Kids,Shounen",PG,7.56,1930,4756,64
Ganbare Genki,TV,35,Finished Airing,7/16/1980,4/1/1981,Summer,Toei Animation,Manga,"Action,Comedy,Shounen,Sports",PG-13,7.56,290,1148,7
Hakata Tonkotsu Ramens,TV,12,Finished Airing,1/12/2018,3/30/2018,Winter,Satelight,Novel,Action,R,7.56,19533,65015,209
Kaichou wa Maid-sama!: Omake dayo!,Special,1,Finished Airing,5/11/2011,-,-,J.C.Staff,Manga,"Comedy,School,Shoujo",PG-13,7.56,36067,66391,162
Kiniro no Corda: Primo Passo - Hitonatsu no Encore,Special,1,Finished Airing,3/25/2007,-,-,-,-,"Harem,Music,Romance,School,Shoujo",G,7.56,11249,19330,130
Mobile Suit Gundam Unicorn RE:0096,TV,22,Finished Airing,4/3/2016,9/11/2016,Spring,Sunrise,Novel,"Action,Drama,Mecha,Military,Sci-Fi,Space",PG-13,7.56,5581,15287,64
Ojamajo Doremi Dokkaan!,TV,51,Finished Airing,2/3/2002,1/26/2003,Winter,Toei Animation,-,"Comedy,Magic,Shoujo",G,7.56,3501,7946,84
On Your Mark,Music,1,Finished Airing,7/15/1995,-,-,Studio Ghibli,Music,"Drama,Music,Sci-Fi",G,7.56,10069,17398,49
"One More Time, One More Chance",Music,1,Finished Airing,7/19/2007,-,-,-,Original,"Slice of Life,Romance,Music,Drama",PG-13,7.56,5319,8638,27
Otome Youkai Zakuro,TV,13,Finished Airing,10/5/2010,12/28/2010,Fall,J.C.Staff,Manga,"Demons,Historical,Military,Romance,Seinen,Supernatural",PG-13,7.56,33457,76396,320
Persona 4 the Animation: No One is Alone,Special,1,Finished Airing,8/22/2012,-,-,AIC A.S.T.A.,Game,"Sci-Fi,Adventure,Mystery,Super Power,Supernatural,School",PG-13,7.56,16876,31385,27
Quanzhi Fashi,ONA,12,Finished Airing,9/2/2016,11/4/2016,-,Shanghai Foch Film Culture Investment,Novel,"Action,Magic,Fantasy,School",PG-13,7.56,14855,32054,163
Shingeki no Bahamut: Virgin Soul,TV,24,Finished Airing,4/8/2017,9/30/2017,Spring,MAPPA,Game,"Action,Adventure,Demons,Supernatural,Magic,Fantasy",R,7.56,37930,120828,489
Shinryaku! Ika Musume,TV,12,Finished Airing,10/5/2010,12/21/2010,Fall,Diomedea,Manga,"Comedy,Shounen,Slice of Life",PG-13,7.56,56369,118894,761
Shugo Chara!,TV,51,Finished Airing,10/6/2007,9/27/2008,Fall,Satelight,Manga,"Comedy,Magic,School,Shoujo",PG,7.56,65674,141708,3183
Shugo Chara!! Doki,TV,51,Finished Airing,10/4/2008,9/25/2009,Fall,Satelight,Manga,"Comedy,Magic,School,Shoujo",PG,7.56,36935,69674,804
Tasogare Otome x Amnesia: Taima Otome,Special,1,Finished Airing,11/28/2012,-,-,Silver Link.,Manga,"Horror,Mystery,Romance,School,Shounen,Supernatural",R,7.56,27677,47775,62
Tennis no Ouji-sama Movie 2: Eikokushiki Teikyuu Shiro Kessen!,Movie,1,Finished Airing,9/3/2011,-,-,"Production I.G,M.S.C",Manga,"Action,Comedy,Sports,School,Shounen",PG-13,7.56,3262,7265,10
Tenshi na Konamaiki,TV,50,Finished Airing,4/6/2002,3/29/2003,Spring,TMS Entertainment,Manga,"Comedy,Magic,Romance,Shounen",PG-13,7.56,6588,17817,119
Tetsujin 28-gou (2004),TV,26,Finished Airing,4/8/2004,9/30/2004,Spring,Palm Studio,Manga,"Sci-Fi,Adventure,Historical,Drama,Mecha,Shounen",G,7.56,511,2434,24
Toshokan Sensou,TV,12,Finished Airing,4/11/2008,6/27/2008,Spring,Production I.G,Novel,"Action,Military,Comedy,Romance",PG-13,7.56,18582,46459,333
Waga Seishun no Arcadia: Mugen Kidou SSX,TV,22,Finished Airing,10/13/1982,3/30/1983,Fall,Toei Animation,-,"Action,Adventure,Drama,Sci-Fi,Space",PG-13,7.56,1133,3395,14
Aishiteruze Baby……,TV,26,Finished Airing,4/3/2004,10/9/2004,Spring,TMS Entertainment,Manga,"Comedy,Drama,Romance,Shoujo",PG-13,7.55,39120,73528,500
Aoki Hagane no Arpeggio: Ars Nova DC,Movie,1,Finished Airing,1/31/2015,-,-,SANZIGEN,Manga,"Action,Sci-Fi,Seinen",PG-13,7.55,7084,16735,30
Bleach Movie 1: Memories of Nobody,Movie,1,Finished Airing,12/16/2006,-,-,Studio Pierrot,Manga,"Action,Adventure,Super Power",PG-13,7.55,116064,175194,656
City Hunter: Ai to Shukumei no Magnum,Movie,1,Finished Airing,6/17/1989,-,-,"Sunrise,Production Reed",Manga,"Action,Comedy,Mystery,Shounen",PG-13,7.55,1973,4133,5
City Hunter: Kinkyuu Namachuukei!? Kyouakuhan Saeba Ryou no Saigo,Special,1,Finished Airing,4/23/1999,-,-,Sunrise,-,Shounen,PG-13,7.55,1300,3016,8
Detective Conan Magic File 3: Shinichi and Ran - Memories of Mahjong Tiles and Tanabata,OVA,1,Finished Airing,4/18/2009,-,-,TMS Entertainment,Manga,"Mystery,Shounen",PG-13,7.55,3916,8374,22
Detective Conan: Conan vs. Kid - Jet Black Sniper,Movie,1,Finished Airing,7/28/2006,-,-,-,Original,"Adventure,Comedy,Mystery,Police,Shounen",PG,7.55,669,2852,3
Doraemon Movie 26: Nobita no Kyouryuu 2006,Movie,1,Finished Airing,3/4/2006,-,-,Shin-Ei Animation,-,"Adventure,Comedy,Kids",PG,7.55,2118,3354,7
"Dragon Ball Z Movie 08: Moetsukiro!! Nessen, Ressen, Chougekisen",Movie,1,Finished Airing,3/6/1993,-,-,Toei Animation,Manga,"Action,Sci-Fi,Adventure,Comedy,Fantasy,Shounen",PG-13,7.55,55803,85573,109
Freedom,OVA,7,Finished Airing,11/24/2006,5/23/2008,-,Sunrise,Original,"Action,Sci-Fi,Adventure,Space",PG-13,7.55,5883,16279,61
Ghost in the Shell: Arise - Border:4 Ghost Stands Alone,Movie,1,Finished Airing,9/6/2014,-,-,Production I.G,Manga,"Mecha,Police,Psychological,Sci-Fi",R,7.55,11360,25902,14
Grimm Masterpiece Theater,TV,24,Finished Airing,10/21/1987,3/30/1988,Fall,Nippon Animation,Other,"Adventure,Comedy,Kids,Magic,Fantasy",G,7.55,881,2523,11
Hakkenden: Touhou Hakken Ibun,TV,13,Finished Airing,1/6/2013,3/31/2013,Winter,Studio Deen,Manga,"Action,Demons,Supernatural,Fantasy,Shoujo",PG-13,7.55,28563,73824,550
Heppoko Jikken Animation Excel™¥Saga,TV,26,Finished Airing,10/8/1999,3/31/2000,Fall,J.C.Staff,Manga,"Comedy,Parody,Sci-Fi,Shounen",R,7.55,34884,77931,843
Hime-chan no Ribbon,TV,61,Finished Airing,10/2/1992,12/3/1993,Fall,Studio Gallop,Manga,"Comedy,Fantasy,Magic,Romance,School,Shoujo",PG,7.55,1509,4549,39
Hokuto no Ken Zero: Kenshirou Den,Movie,1,Finished Airing,10/11/2008,-,-,TMS Entertainment,Original,Martial Arts,R,7.55,2641,5787,15
Inazuma Eleven: Ares no Tenbin,TV,-,Currently Airing,4/6/2018,-,Spring,OLM,Game,Sports,G,7.56,593,8261,47
Kidou Keisatsu Patlabor: New OVA,OVA,16,Finished Airing,11/22/1990,4/23/1992,-,Sunrise,Original,"Sci-Fi,Comedy,Police,Mecha",PG-13,7.55,1828,4965,18
Love Live! Sunshine!!,TV,13,Finished Airing,7/2/2016,9/24/2016,Summer,Sunrise,Other,"Music,Slice of Life,School",PG-13,7.55,39653,84288,1827
Mai-HiME,TV,26,Finished Airing,9/30/2004,3/31/2005,Fall,Sunrise,Original,"Action,Comedy,Drama,Fantasy,Magic,Mecha,Romance,School,Shoujo Ai",PG-13,7.55,41118,85612,1201
Mikakunin de Shinkoukei,TV,12,Finished Airing,1/9/2014,3/27/2014,Winter,Doga Kobo,4-koma manga,"Slice of Life,Comedy,Romance,School",PG-13,7.55,91812,186493,750
Noblesse: Pamyeol-ui Sijak,OVA,1,Finished Airing,12/4/2015,-,-,Studio Animal,Web manga,"Action,Adventure,Supernatural",R,7.55,8612,20161,78
Nodame Cantabile OVA,OVA,1,Finished Airing,8/10/2009,-,-,J.C.Staff,Manga,"Comedy,Josei,Music,Romance,Slice of Life",PG-13,7.55,10561,20197,10
Osomatsu-san Special,Special,1,Finished Airing,1/29/2016,-,-,Studio Pierrot,Manga,"Comedy,Parody",PG-13,7.55,4117,7939,7
Pretty Rhythm: Aurora Dream,TV,51,Finished Airing,4/9/2011,3/31/2012,Spring,Tatsunoko Production,Game,"Slice of Life,Sports,Music,Shoujo",PG,7.55,3529,11760,115
Saki,TV,25,Finished Airing,4/6/2009,9/28/2009,Spring,"Gonzo,Picture Magic",Manga,"Game,School,Slice of Life",PG-13,7.55,26880,64588,749
Shin Chou Kyou Ryo: Condor Hero III,TV,26,Finished Airing,4/13/2008,5/3/2008,Spring,Nippon Animation,Manga,"Action,Adventure,Drama,Historical,Romance",PG-13,7.55,533,1766,4
Shinryaku!! Ika Musume,OVA,3,Finished Airing,8/8/2012,9/8/2014,-,Diomedea,Manga,"Slice of Life,Comedy,Shounen",PG-13,7.55,8278,16837,17
Tamayura: More Aggressive,TV,12,Finished Airing,7/3/2013,9/18/2013,Summer,TYO Animations,Original,"Comedy,Drama,Slice of Life",G,7.55,4501,12884,42
Tanoshii Muumin Ikka Bouken Nikki,TV,26,Finished Airing,10/10/1991,3/26/1992,Fall,-,Book,"Kids,Slice of Life,Adventure,Fantasy",G,7.55,1667,3365,9
Uchuu no Kishi Tekkaman Blade,TV,49,Finished Airing,2/18/1992,2/2/1993,Winter,Tatsunoko Production,Original,"Action,Adventure,Space,Mecha,Romance,Military,Drama,Sci-Fi,Shounen",R,7.55,3817,10222,130
